customer_id,age,gender,city_population,household_size,education_level,annual_income,employment_status,tenure_months,main_account_type,num_standard_accounts,num_savings_accounts,num_student_accounts,num_business_accounts,num_of_accounts,number_of_debit_cards,number_of_credit_cards,number_of_loans,total_loan_amount,current_balance,days_from_last_transaction,avg_monthly_balance_3m,avg_monthly_balance_12m,avg_monthly_spend_3m,avg_monthly_spend_12m,transaction_count_3m,transaction_count_12m,transaction_volume_3m,transaction_volume_12m,declined_transactions_3m,declined_transactions_12m,loan_payments_12m,loan_payments_3m,mobile_app_logins_3m,support_contacts_3m,complaints_3m,mobile_app_logins_12m,support_contacts_12m,complaints_12m,last_support_contact_days,received_satisfaction_survey,filled_satisfaction_survey,nps_segment,days_from_last_app_login,online_banking_logins_3m,days_from_last_web_login,days_from_last_login,online_banking_logins_12m,avg_time_spent_per_login_minutes_3m,avg_time_spent_per_login_minutes_12m,push_clicks_3m,push_clicks_12m,marketing_emails_opened_3m,marketing_emails_opened_12m,churn
f918188fe37845769da90c13bd0445ed,25,female,418064,1,bachelor,34366,employed,0,business,3,0,0,2,5,6,1,0,0,10000000000000,128,10000000000000,10000000000000,10000000000000,10000000000000,5,18,10000000000000,10000000000000,0,2,1,10000000000000,8,2,0,25,0,0,44,False,False,detractor,0,0,0,0,29,6,5,1,7,5,26,False
3d703f6a6731413ba43e33826260532a,57,male,147125,2,secondary_education,36394,employed,76,standard,2,1,0,0,3,1,0,0,6501,10000000000000,15,10000000000000,10000000000000,10000000000000,10000000000000,6,20,10000000000000,10000000000000,0,0,10000000000000,10000000000000,2,0,0,29,1,0,553,False,False,promoter,1,3,0,0,24,4,7,1,3,3,13,True
648b543a705b4572956f3f570e2a0ad9,53,male,247707,1,unknown,44902,unemployed,3,business,0,0,0,1,1,0,0,0,0,10000000000000,5,10000000000000,10000000000000,10000000000000,10000000000000,5,26,10000000000000,10000000000000,0,0,1,10000000000000,5,4,0,29,2,0,23,False,False,passive,0,5,0,0,19,5,0,0,5,1,28,False
b9e5a712d29f48438af8a54751248de4,37,female,376085,1,bachelor,43859,other,38,business,1,0,0,1,2,0,0,0,2508,10000000000000,11,10000000000000,10000000000000,10000000000000,10000000000000,2,19,10000000000000,10000000000000,1,0,10000000000000,10000000000000,4,1,0,33,3,0,1,False,False,passive,0,2,1,0,21,4,0,1,7,1,18,False
b2951a0c94734ccd97c01c9466447975,34,male,197500,2,bachelor,34986,employed,1,business,2,0,0,2,4,5,0,0,3511,10000000000000,29,10000000000000,10000000000000,10000000000000,10000000000000,2,16,10000000000000,10000000000000,0,0,10000000000000,10000000000000,3,4,0,25,2,0,46,False,False,promoter,3,1,2,2,18,7,1,1,2,3,10,True
c669448fd1344b55baf591ba00688449,48,male,138256,2,secondary_education,25520,self-employed,40,standard,5,0,0,0,5,1,2,0,0,10000000000000,14,10000000000000,10000000000000,10000000000000,10000000000000,4,19,10000000000000,10000000000000,0,0,1,10000000000000,2,1,0,28,4,0,21,False,False,promoter,0,0,0,0,28,6,4,0,5,2,22,False
efa2d19bfeca4d2eb924a0358e24656c,20,male,272099,2,bachelor,42644,student,41,standard,3,2,0,0,5,2,0,0,479,10000000000000,174,10000000000000,10000000000000,10000000000000,10000000000000,3,23,10000000000000,10000000000000,0,1,10000000000000,10000000000000,5,4,0,24,1,0,12,False,False,passive,1,3,0,0,26,6,4,1,5,4,17,False
8cc3086cd7c04ef7bd754122a09fc376,40,female,214510,4,bachelor,36339,employed,26,savings,3,0,0,0,3,3,0,0,0,10000000000000,35,10000000000000,10000000000000,10000000000000,10000000000000,1,25,10000000000000,10000000000000,0,1,1,10000000000000,4,1,0,29,5,0,2,False,False,passive,0,1,0,0,31,4,5,2,8,3,17,False
a874d73680294a94b174cfab7d717d8a,43,male,140155,4,bachelor,55439,self-employed,2,student,0,0,0,0,0,0,0,0,0,10000000000000,5,10000000000000,10000000000000,10000000000000,10000000000000,5,18,10000000000000,10000000000000,0,0,1,10000000000000,3,2,0,36,2,0,5,True,True,detractor,1,2,0,0,21,4,2,0,6,1,25,False
c5efe2d8c61f4ec6a39d5c1cc5981d2f,40,female,239951,3,secondary_education,25284,employed,26,business,1,0,0,1,2,1,0,0,0,10000000000000,33,10000000000000,10000000000000,10000000000000,10000000000000,0,0,1,10000000000000,0,0,1,10000000000000,5,2,0,34,2,0,23,False,False,detractor,1,1,0,0,28,6,6,0,3,2,25,False
37147524921f4bfa982272842465c788,31,female,186952,1,bachelor,49794,self-employed,6,business,0,0,0,1,1,0,0,1,8059,10000000000000,18,10000000000000,10000000000000,10000000000000,10000000000000,5,21,10000000000000,10000000000000,0,0,10000000000000,10000000000000,2,0,0,32,1,0,1254,False,False,detractor,2,2,0,0,20,5,7,1,5,3,27,False
ec49a57bb29e457fa3d243553d3f808d,60,female,293145,3,secondary_education,21336,employed,60,student,0,0,2,0,2,0,0,0,32730,10000000000000,104,10000000000000,10000000000000,10000000000000,10000000000000,4,20,10000000000000,10000000000000,0,1,10000000000000,10000000000000,2,0,0,28,2,0,89,False,False,detractor,0,1,0,0,27,4,3,0,6,3,19,False
b7d1804979694240b242a87047748edb,29,male,276604,2,secondary_education,25647,employed,5,savings,1,2,0,0,3,0,0,0,0,10000000000000,11,10000000000000,10000000000000,10000000000000,10000000000000,10,24,10000000000000,10000000000000,0,1,1,10000000000000,0,0,0,29,3,0,15,False,False,detractor,0,0,2,0,25,5,8,3,6,3,19,True
5d28f9a762654223985ef1b47016579b,31,female,288287,2,secondary_education,31772,employed,1,savings,0,3,0,0,3,0,0,0,0,10000000000000,1,10000000000000,10000000000000,10000000000000,10000000000000,6,22,10000000000000,10000000000000,0,1,1,10000000000000,3,0,0,23,3,0,58,False,False,promoter,0,4,0,0,24,7,6,1,5,2,17,False
fe41504bf48342c2b6c99d9260e6ce4b,43,male,126830,1,unknown,37241,employed,53,standard,3,1,0,0,4,3,1,1,5407,10000000000000,18,10000000000000,10000000000000,10000000000000,10000000000000,3,27,10000000000000,10000000000000,0,1,10000000000000,0,6,3,0,29,2,0,21,False,False,passive,0,1,2,0,25,5,4,0,5,2,22,True
1d30897a6da74d31a9a9c799d4d0e3c4,44,male,138093,3,master,50460,self-employed,13,standard,1,2,0,0,3,0,0,0,1211,10000000000000,15,10000000000000,10000000000000,10000000000000,10000000000000,5,12,10000000000000,10000000000000,0,0,10000000000000,10000000000000,1,1,0,27,1,0,22,False,False,promoter,0,2,2,0,26,3,4,0,9,2,24,False
b20bc533ff8f48989675f42c6af3bd64,52,male,290135,3,secondary_education,22666,employed,16,savings,0,1,0,0,1,0,0,0,0,10000000000000,3,10000000000000,10000000000000,10000000000000,10000000000000,7,14,10000000000000,10000000000000,0,0,1,10000000000000,1,1,0,24,4,0,23,False,False,promoter,0,4,0,0,32,5,0,0,3,0,15,True
2610cf1a53d5413f89ce5d1de440d749,43,male,301217,2,secondary_education,27460,employed,3,savings,1,3,0,0,4,1,0,0,0,10000000000000,51,10000000000000,10000000000000,10000000000000,10000000000000,7,19,10000000000000,10000000000000,0,2,1,10000000000000,3,1,0,38,3,0,0,False,False,promoter,0,2,0,0,20,2,7,1,7,2,21,True
cbff69386d0a43ae8b67439d7bcadb75,44,male,101151,2,secondary_education,15516,unemployed,100,business,1,0,0,2,3,2,0,1,4057,10000000000000,49,10000000000000,10000000000000,10000000000000,10000000000000,5,20,10000000000000,10000000000000,0,2,10000000000000,10000000000000,4,0,0,34,1,0,81,False,False,promoter,2,2,1,1,15,1,7,4,3,2,19,False
eee138ab2bcb453d830a735263c95fcd,55,female,202091,3,unknown,37715,employed,25,business,1,0,0,2,3,3,0,0,3763,10000000000000,3,10000000000000,10000000000000,10000000000000,10000000000000,3,22,10000000000000,10000000000000,0,1,10000000000000,10000000000000,1,2,0,29,2,0,90,False,False,promoter,4,5,0,0,17,5,8,1,6,1,23,False
6198fd928b0b4fb1b7396bf4463dc808,44,male,117922,1,unknown,42000,employed,1,standard,1,1,0,0,2,0,0,0,0,10000000000000,23,10000000000000,10000000000000,10000000000000,10000000000000,3,17,10000000000000,10000000000000,0,0,1,10000000000000,4,2,0,22,4,0,10,False,False,passive,0,1,2,0,21,4,4,0,2,1,23,False
83c58e5aed95425781128ab0232d611f,42,female,190219,1,secondary_education,18698,self-employed,63,savings,1,1,0,0,2,2,0,0,0,10000000000000,75,10000000000000,10000000000000,10000000000000,10000000000000,5,12,10000000000000,10000000000000,0,1,1,10000000000000,1,2,0,37,0,0,28,True,True,detractor,0,3,1,0,22,3,9,4,2,0,22,True
2f5b284e803d48bbbffd433ff65ec9ce,52,male,159298,2,secondary_education,36386,employed,3,business,1,0,0,2,3,0,0,0,0,0,33,10000000000000,10000000000000,10000000000000,10000000000000,4,24,10000000000000,10000000000000,1,2,1,10000000000000,1,2,0,18,2,0,12,False,False,passive,0,1,0,0,27,4,4,1,10,0,25,True
414e2e9088f945bb9601fa52a3fb834b,54,female,161543,1,bachelor,59983,employed,33,student,0,0,0,0,0,0,0,0,17513,10000000000000,31,10000000000000,10000000000000,10000000000000,10000000000000,6,15,10000000000000,10000000000000,0,0,10000000000000,10000000000000,5,1,0,28,2,0,6,False,False,detractor,1,2,0,0,30,5,2,0,4,1,19,False
0ead118f5c7f4a718e08eab416d0f0d4,44,male,168808,5,unknown,47074,employed,64,student,0,0,1,0,1,0,0,0,0,10000000000000,33,10000000000000,10000000000000,10000000000000,10000000000000,5,22,10000000000000,10000000000000,0,1,1,10000000000000,3,0,0,36,5,0,569,False,False,detractor,0,3,1,0,22,1,5,0,6,5,24,False
b13d2631fc694cf889c52cecd87ff208,47,female,166277,1,bachelor,38312,employed,54,savings,1,1,0,0,2,2,0,0,0,10000000000000,69,10000000000000,10000000000000,10000000000000,10000000000000,8,17,10000000000000,10000000000000,0,0,1,10000000000000,1,0,0,35,1,0,339,False,False,passive,2,3,0,0,27,10,9,0,6,5,22,False
a49bb21672bc48e488708d980b705a04,37,female,146617,1,bachelor,38759,employed,41,savings,0,0,0,0,0,0,0,0,0,10000000000000,20,10000000000000,10000000000000,10000000000000,10000000000000,8,18,10000000000000,10000000000000,0,0,1,10000000000000,5,2,0,35,0,0,8,False,False,promoter,0,4,0,0,30,4,4,1,3,0,25,False
a0ff7474f6634ab5b34232470fcafc3c,38,male,353014,1,bachelor,29318,employed,24,business,2,0,0,1,3,1,0,0,0,10000000000000,10,10000000000000,10000000000000,10000000000000,10000000000000,8,18,10000000000000,10000000000000,0,0,1,10000000000000,2,0,0,28,0,0,1067,False,False,passive,0,3,0,0,30,5,6,5,5,2,19,False
f90c0bd06d544979bb5d9d044a3b00ae,42,male,160370,1,bachelor,46518,employed,17,student,0,0,0,0,0,0,0,0,13573,10000000000000,17,10000000000000,10000000000000,10000000000000,10000000000000,2,11,10000000000000,10000000000000,0,0,10000000000000,10000000000000,0,0,0,35,4,0,100,False,False,passive,1,0,0,0,26,6,4,0,4,4,30,False
3e2981e9353b44b7a8c7d5f21d799bd2,58,female,320859,2,bachelor,52292,employed,10,student,0,0,1,0,1,0,0,0,4969,10000000000000,2,10000000000000,10000000000000,10000000000000,10000000000000,7,25,10000000000000,10000000000000,0,0,10000000000000,10000000000000,2,1,0,28,3,0,17,False,False,promoter,2,1,1,1,27,6,6,0,4,5,18,False
971514f391a24a739c32d2094ca53b9f,44,female,158158,3,bachelor,38328,employed,55,savings,1,2,0,0,3,0,0,0,1541,10000000000000,19,10000000000000,10000000000000,10000000000000,10000000000000,2,21,10000000000000,10000000000000,0,0,10000000000000,10000000000000,2,0,0,30,1,0,920,False,False,detractor,0,3,1,0,26,6,8,1,6,2,19,False
b9afc6e550504f98916e08a98801c5e4,45,female,408595,2,secondary_education,38137,employed,11,savings,3,2,0,0,5,2,1,0,5000,10000000000000,19,10000000000000,10000000000000,10000000000000,10000000000000,6,17,10000000000000,10000000000000,0,1,10000000000000,10000000000000,5,0,0,22,3,0,431,False,False,passive,0,3,3,0,25,1,7,0,4,2,19,False
c75a6a978ef14310b068993ea81f7062,52,male,125897,1,secondary_education,44282,employed,56,standard,5,1,0,0,6,1,0,0,1613,10000000000000,25,10000000000000,10000000000000,10000000000000,10000000000000,6,15,10000000000000,10000000000000,0,0,10000000000000,10000000000000,1,0,0,24,2,0,664,False,False,passive,0,1,0,0,24,9,5,2,8,2,16,False
a4d3ce8c9728447598465c23c8fb0697,22,male,167982,3,bachelor,45120,unemployed,34,student,0,0,0,0,0,0,0,0,0,10000000000000,31,10000000000000,10000000000000,10000000000000,10000000000000,8,33,10000000000000,10000000000000,0,1,1,10000000000000,2,1,0,29,1,0,52,False,False,passive,0,3,0,0,28,3,6,1,7,1,15,True
e0aee13826254536937dceca92b84690,26,female,211604,1,bachelor,48962,employed,8,business,1,0,0,2,3,2,0,0,0,10000000000000,40,10000000000000,10000000000000,10000000000000,10000000000000,10,19,10000000000000,10000000000000,0,0,1,0,3,0,0,24,1,0,463,False,False,promoter,1,2,0,0,25,5,4,1,11,3,12,False
7b4bdf50bd1948788e26999d0418c1d3,57,female,32118,3,bachelor,31283,employed,5,standard,1,0,0,0,1,0,0,0,10767,10000000000000,0,10000000000000,10000000000000,10000000000000,10000000000000,6,23,10000000000000,10000000000000,0,3,10000000000000,10000000000000,3,1,0,34,8,0,43,False,False,passive,0,2,0,0,23,3,10,0,9,2,22,False
2eba3b48c61b4a768ebc50f54888e631,37,female,343852,3,bachelor,63461,employed,26,student,0,0,1,0,1,0,0,0,5384,10000000000000,67,10000000000000,10000000000000,10000000000000,10000000000000,3,25,10000000000000,10000000000000,0,1,10000000000000,0,2,2,0,27,3,0,5,False,False,detractor,1,4,1,1,24,7,9,2,3,3,24,False
08aa72d124ed434db8e5afd6cec3fb18,34,female,182129,4,secondary_education,32426,employed,12,business,1,0,0,2,3,2,0,0,9609,10000000000000,13,10000000000000,10000000000000,10000000000000,10000000000000,7,21,10000000000000,10000000000000,0,1,10000000000000,10000000000000,4,2,1,27,2,0,8,False,False,passive,1,1,0,0,29,3,7,1,3,5,22,False
38a7c08447214e8cba15398f7ddb111c,46,female,282681,1,secondary_education,15437,self-employed,27,student,0,0,1,0,1,0,0,1,0,10000000000000,31,10000000000000,10000000000000,10000000000000,10000000000000,7,20,10000000000000,10000000000000,1,2,1,10000000000000,2,0,0,23,0,0,140,False,False,detractor,0,1,1,0,21,9,9,0,2,2,19,False
e3fd1c8023a24bbab137186ce46a5809,29,male,325993,4,primary_education,23465,employed,15,standard,2,0,0,0,2,0,0,0,7970,10000000000000,47,10000000000000,10000000000000,10000000000000,10000000000000,5,25,10000000000000,10000000000000,0,0,10000000000000,10000000000000,2,0,0,27,2,0,118,False,False,passive,0,3,0,0,30,6,12,1,5,3,19,False
776dc8d721db4dffa05da2c4a2c44aba,58,female,500,2,bachelor,51454,self-employed,2,student,0,0,1,0,1,0,0,0,7334,10000000000000,9,10000000000000,10000000000000,10000000000000,10000000000000,4,25,10000000000000,10000000000000,0,1,10000000000000,0,3,2,0,23,1,0,5,False,False,passive,2,3,2,2,26,3,5,0,8,0,23,False
1f0e59ca8481421e99372766c7d76493,48,female,296373,3,secondary_education,44177,self-employed,23,standard,1,3,0,0,4,0,0,0,0,10000000000000,2,10000000000000,10000000000000,10000000000000,10000000000000,5,22,10000000000000,10000000000000,0,0,1,10000000000000,10,3,0,28,3,0,38,False,False,detractor,2,3,0,0,22,3,3,2,8,3,17,False
42f579d46b154098bb0639471f71ea5c,18,female,237738,2,secondary_education,33433,student,1,business,1,0,0,4,5,2,3,0,6359,10000000000000,13,10000000000000,10000000000000,10000000000000,10000000000000,2,18,10000000000000,10000000000000,0,0,0,1,4,0,0,26,2,0,5,False,False,passive,1,4,0,0,29,6,4,0,2,3,21,False
eb580f44d58a40818d5e4c01ffa8cb56,27,female,128744,4,bachelor,49219,student,45,savings,1,1,0,0,2,3,0,0,2056,10000000000000,56,10000000000000,10000000000000,10000000000000,10000000000000,4,19,10000000000000,10000000000000,0,1,10000000000000,0,4,2,0,32,1,0,37,False,False,promoter,0,1,0,0,33,2,1,0,4,5,16,False
05076baaa1554a81a6707d60205a02c7,52,male,80636,1,master,63946,employed,7,business,1,0,0,1,2,0,0,0,5536,10000000000000,30,10000000000000,10000000000000,10000000000000,10000000000000,5,22,10000000000000,10000000000000,0,0,10000000000000,10000000000000,4,1,0,26,4,0,46,False,False,passive,1,2,0,0,25,4,0,1,5,3,20,False
94227a8f94d74e8293898d091de8c1b9,54,male,209087,3,primary_education,23774,employed,12,business,0,0,0,1,1,0,0,0,0,10000000000000,12,10000000000000,10000000000000,10000000000000,10000000000000,4,19,10000000000000,10000000000000,0,1,1,10000000000000,2,2,0,25,1,0,8,False,False,promoter,3,2,2,2,22,0,6,0,6,0,16,True
9c0c5e13d4724cf297a9008e2e00d4b5,37,female,302874,1,master,74145,self-employed,9,standard,2,0,0,0,2,2,0,0,10234,10000000000000,4,10000000000000,10000000000000,10000000000000,10000000000000,4,13,10000000000000,10000000000000,0,0,0,1,2,1,0,31,3,0,2,False,False,promoter,1,3,0,0,32,6,8,0,1,2,24,True
ea8aaffec5a54fd2be786ee6541339b1,30,male,197454,5,bachelor,46736,self-employed,53,standard,1,2,0,0,3,0,0,0,17524,10000000000000,25,10000000000000,10000000000000,10000000000000,10000000000000,5,16,10000000000000,10000000000000,0,0,10000000000000,0,4,0,0,34,1,0,286,False,False,detractor,0,2,0,0,20,4,1,2,11,0,27,False
b285d818d4ae4f0fb65c052e816b7248,30,female,218653,3,bachelor,48089,employed,7,savings,1,3,0,0,4,2,0,0,12931,10000000000000,33,10000000000000,10000000000000,10000000000000,10000000000000,9,22,10000000000000,10000000000000,0,1,10000000000000,10000000000000,5,4,0,25,4,0,28,False,False,promoter,0,4,1,0,19,1,4,1,6,0,19,False
9c73aae50db84f71bcd6c27e991bfbf5,29,female,290322,1,bachelor,53977,self-employed,1,student,0,0,2,0,2,0,0,1,0,10000000000000,6,10000000000000,10000000000000,10000000000000,10000000000000,7,26,10000000000000,10000000000000,0,0,1,10000000000000,7,1,0,20,2,0,20,False,False,detractor,0,2,0,0,19,7,3,1,3,2,19,False
7dd199c79aff486d8d05f651a7c18c50,37,male,6999,1,master,53577,employed,40,business,0,0,0,2,2,1,0,0,0,10000000000000,2,10000000000000,10000000000000,10000000000000,10000000000000,9,24,10000000000000,10000000000000,0,0,1,10000000000000,3,0,0,24,1,0,208,False,False,detractor,1,1,0,0,31,5,5,0,5,2,21,False
f2c18fbd64aa4644b0735e3021656163,26,male,303454,2,bachelor,38702,employed,13,standard,0,0,0,0,0,0,0,0,0,10000000000000,8,10000000000000,10000000000000,10000000000000,10000000000000,3,13,10000000000000,10000000000000,1,0,1,10000000000000,6,2,0,33,2,0,4,False,False,passive,2,4,1,1,27,4,15,3,5,2,24,False
efda37a6c7ea4e6ba2a609dff2981690,49,female,272499,3,bachelor,32275,other,37,business,1,0,0,5,6,1,0,0,17292,10000000000000,17,10000000000000,10000000000000,10000000000000,10000000000000,5,15,10000000000000,10000000000000,0,1,0,1,3,1,0,21,2,0,56,True,True,promoter,0,2,0,0,21,5,5,2,6,2,13,False
eb687f40068a4fd6a8b689095bb3c0d2,33,male,237803,3,primary_education,26235,self-employed,25,savings,2,0,0,0,2,2,0,0,0,10000000000000,21,10000000000000,10000000000000,10000000000000,10000000000000,7,12,10000000000000,10000000000000,0,0,1,10000000000000,1,3,0,29,4,0,76,False,False,promoter,1,6,0,0,34,5,8,2,5,2,28,False
4a129d6623da468a8022e4e072ff112a,43,female,276070,2,bachelor,45952,employed,32,standard,2,0,0,0,2,2,0,0,0,10000000000000,37,10000000000000,10000000000000,10000000000000,10000000000000,6,28,10000000000000,10000000000000,0,0,1,10000000000000,5,4,0,32,2,0,9,False,False,passive,2,0,0,0,35,4,6,1,2,2,22,False
83d21caaa355460d8bfe90903b8902e7,50,male,7138,2,master,70632,self-employed,72,student,0,0,0,0,0,0,0,0,0,10000000000000,11,10000000000000,10000000000000,10000000000000,10000000000000,3,21,10000000000000,10000000000000,0,1,1,10000000000000,1,0,0,20,3,0,492,False,False,passive,1,2,0,0,24,4,3,0,9,3,17,False
1cac5b2cb8d24362b5ca84b5bf24f145,20,female,27864,3,bachelor,45835,student,3,standard,1,1,0,0,2,1,0,0,0,10000000000000,6,10000000000000,10000000000000,10000000000000,10000000000000,7,34,10000000000000,10000000000000,0,2,1,0,3,2,0,35,2,0,9,False,False,passive,1,2,1,1,27,2,3,1,3,3,24,False
4efded8895c44cc0bfb2cd0d8abed321,46,male,162206,6,master,63831,employed,25,business,1,0,0,2,3,1,0,0,0,10000000000000,17,10000000000000,10000000000000,10000000000000,10000000000000,7,18,10000000000000,10000000000000,0,0,1,1161,2,0,0,31,0,0,523,False,False,promoter,0,2,0,0,29,2,3,1,6,3,14,False
c7eb08f917f143f89ef731d8b0dce51b,51,female,261854,3,bachelor,49387,employed,7,savings,1,3,0,0,4,3,0,1,6500,10000000000000,39,10000000000000,10000000000000,10000000000000,10000000000000,4,19,10000000000000,10000000000000,0,3,10000000000000,10000000000000,5,1,0,38,4,0,8,False,False,detractor,1,2,1,1,32,5,1,2,9,1,22,False
8f66fc37e06249e0817c3bb1fe004faf,51,male,300772,1,bachelor,44534,employed,55,savings,0,2,0,0,2,1,0,0,6353,10000000000000,43,10000000000000,10000000000000,10000000000000,10000000000000,9,23,10000000000000,10000000000000,0,2,10000000000000,10000000000000,2,1,0,21,1,0,1,False,False,passive,3,0,2,2,21,6,0,0,7,5,18,False
d863047231b3496b9ce36e6edc50f90c,50,male,229976,1,bachelor,43347,employed,16,student,0,0,0,0,0,0,0,0,0,10000000000000,13,10000000000000,10000000000000,10000000000000,10000000000000,9,20,10000000000000,10000000000000,0,1,1,10000000000000,2,2,0,22,0,0,26,False,False,passive,0,4,0,0,27,2,7,2,3,2,23,False
46cb8f1d870241f58569c621c5edd911,38,female,243635,1,secondary_education,20325,employed,2,student,0,0,2,0,2,1,0,0,0,10000000000000,8,10000000000000,10000000000000,10000000000000,10000000000000,5,24,10000000000000,10000000000000,1,0,1,10000000000000,4,2,0,30,4,0,4,False,False,passive,0,1,1,0,21,1,1,0,6,3,18,False
d395111b242046599a769d176f70aeda,52,female,154113,1,bachelor,50449,employed,14,student,0,0,0,0,0,0,0,0,16705,10000000000000,30,10000000000000,10000000000000,10000000000000,10000000000000,6,20,10000000000000,10000000000000,1,1,10000000000000,10000000000000,1,2,0,27,0,0,25,False,False,promoter,0,2,0,0,20,4,4,0,3,0,19,False
1b028f3340194c199bca3af6ab57f525,50,male,59263,2,bachelor,57435,self-employed,3,business,0,0,0,1,1,0,0,0,0,10000000000000,44,10000000000000,10000000000000,10000000000000,10000000000000,4,14,10000000000000,10000000000000,0,0,1,0,7,6,0,27,0,0,11,False,False,promoter,0,4,0,0,28,3,5,2,1,1,19,False
5312e7887ab443ce9dfa7fb66171be40,59,female,261881,1,secondary_education,34255,self-employed,6,standard,3,0,0,0,3,0,0,0,3288,10000000000000,24,10000000000000,10000000000000,10000000000000,10000000000000,3,15,10000000000000,10000000000000,0,1,0,1,7,2,0,23,2,0,0,False,False,detractor,0,2,1,0,26,3,6,0,6,1,24,True
