customer_id,age,gender,city_population,household_size,annual_income,education_level,employment_status,tenure_months,main_account_type,number_of_accounts,num_standard_accounts,num_savings_accounts,num_student_accounts,num_business_accounts,number_of_debit_cards,number_of_credit_cards,total_loan_amount,number_of_loans,current_balance,days_from_last_transaction,avg_monthly_balance_3m,avg_monthly_balance_12m,avg_monthly_spend_3m,avg_monthly_spend_12m,transaction_count_3m,transaction_count_12m,transaction_volume_3m,transaction_volume_12m,declined_transactions_3m,declined_transactions_12m,credit_limit,revolving_balance,credit_utilization_ratio,loan_payments_3m,loan_payments_12m,complaints_3m,complaints_12m,support_contacts_3m,support_contacts_12m,last_support_contact_days,received_satisfaction_survey,filled_satisfaction_survey,nps_segment,days_from_last_login,days_from_last_web_login,days_from_last_app_login,mobile_app_logins_3m,mobile_app_logins_12m,online_banking_logins_3m,online_banking_logins_12m,avg_time_spent_per_login_minutes_3m,avg_time_spent_per_login_minutes_12m,push_clicks_3m,push_clicks_12m,marketing_emails_opened_3m,marketing_emails_opened_12m,churn
532d0d9b4de34867b32cabf459088362,89,male,1252408,5,29202.26312471654,no_formal_education,other,118,savings,2,1,0,1,1,2,2,5659.004362172736,0,423.92746587142483,114,2933.4916128744817,934.609535317787,1841.8290285900957,1432.733312305328,12,77,956.5172526310471,7995.5475274824585,1,1,3052.560328745084,564.2998897545867,0.2830008820801772,774.4874966353308,2122.096869178325,0,3,0,6,18,False,False,passive,94,27,106,28,54,4,97,6.027255008756972,4.613528917915381,9,1,9,30,False
e4c367c3948644adbd82f267fd35916f,90,female,886032,1,13980.44193172464,bachelor,employed,100,standard,1,1,1,1,1,2,2,824.3217217124866,0,2996.0514004460238,98,1827.6582477419877,1538.0609497436562,1069.244669412697,1768.4028456282617,2,44,1926.8261154596496,4345.718742049105,2,2,3215.6997325592124,213.90553651263411,0.35120120367239493,477.2675972803573,3221.930542213933,0,2,4,4,142,False,False,detractor,40,28,91,18,34,16,74,3.900229104789892,4.66717153022655,6,3,3,23,True
bdb36b30853646308e9332de99e4c6dc,77,female,2892708,2,25387.322981492664,doctorate,other,94,savings,1,0,1,0,0,0,2,6325.222511933087,0,4943.496830365065,116,2810.600899372057,3076.887507986855,1561.7799258975338,1137.319536985272,9,53,3082.057943243452,3040.7771600404067,1,5,4745.723036063038,381.6937570103953,0.36758817252874776,674.5348738308994,2207.42598781405,1,3,2,7,141,False,False,promoter,94,3,33,18,98,12,65,1.665274317863643,0.7474900420511368,7,2,5,49,False
c097b34e3d954c349034a5a1c0137e26,35,male,2363653,2,23210.999224969324,doctorate,self-employed,45,business,1,1,0,1,1,0,0,7729.410578578687,0,1721.927979738925,73,2233.2326262750043,1512.6271915234868,986.3201474750706,655.7844025234363,19,31,2858.1757591183336,12651.57177534586,1,0,4368.162552043946,553.4379453727289,0.1766119378737268,356.8523966089442,3845.602123360948,0,2,3,0,327,False,False,promoter,28,96,16,23,25,2,42,5.48826230930119,9.758562775014292,4,4,9,24,False
63a1447122d549419685d2d98ccb8931,40,female,1723427,1,25384.376906350975,master,employed,33,savings,2,1,0,1,1,0,1,4749.070478309989,2,1372.177868920369,113,156.03148685195674,2256.0340748178023,242.69803578535618,1499.3774619791661,11,33,4943.639520473188,16173.356545402828,2,2,5100.391564591036,40.2393682032008,0.268256186647587,548.9817049781076,1587.7153826049412,0,3,0,4,47,False,False,detractor,27,89,72,1,99,19,40,6.8519708407345155,7.282566355187075,6,16,0,6,False
fd1b5bb24cfe434f921d825f577d7710,90,female,1874035,1,23070.66957586732,doctorate,student,46,student,2,1,0,0,0,1,1,11769.942331100803,1,1316.3766810021893,67,3940.8297027181466,5527.793004304234,825.216390786862,1694.7740081772172,9,63,3224.2367170108387,11314.309725081504,0,1,2010.9745232171977,137.01381445789696,0.18564089185806806,422.5865142951742,455.4892667995757,1,3,1,7,26,False,False,passive,74,28,49,29,80,0,50,6.419669413406134,14.47322582407546,4,3,6,0,False
79e73479e50e4f93895a64ed7a82c6df,36,male,671699,2,15397.399417654664,master,self-employed,101,business,3,1,0,1,0,1,2,7194.8869381776385,0,2779.1428606822647,98,2496.801569688524,3293.6823141380564,712.6739529533226,1626.1495630047598,14,39,1422.697022020373,12836.794523480929,0,4,5843.569641119831,291.1905644270479,0.10355201367180755,335.0996918789548,1618.562241596229,0,0,3,5,116,False,False,promoter,9,3,27,2,119,19,25,7.528889713686588,5.46137349292507,5,14,2,24,False
afa4d24647a24cdf9d610afb0b8440ff,56,female,578723,5,40546.351066036805,no_formal_education,student,15,savings,3,1,0,1,0,2,1,10426.543598138052,0,770.0052918904244,18,648.3824726713087,2909.949110822567,657.0219899894818,1928.3062854759405,4,4,2240.5004930402097,12735.172703033977,0,3,503.37428464980167,681.7588719632772,0.16514529508133136,97.66742205026685,3082.9433451044833,1,2,3,6,300,False,False,detractor,80,24,71,11,75,5,75,5.474162790808457,4.503241041956539,6,5,4,38,True
a1c9c119b74b4d12af2e21c0a6deb7cd,83,female,477424,2,37437.947962612925,no_formal_education,other,49,student,2,1,1,1,1,2,0,9550.876564438402,0,79.75388671584778,1,3312.871670560226,2405.3213615954,1365.5881669910634,987.0349614073647,7,61,3450.5359579521537,10527.283294978453,1,5,2038.5996443158217,282.33754778053003,0.324051441495365,280.71885254280454,555.400260646069,1,3,3,4,290,False,False,promoter,96,97,70,28,113,6,58,3.555528675808272,3.6059840994990595,2,5,7,46,True
124bb604f67c4899be4d0165fb0b0abb,35,male,776693,3,16452.346343796933,unknown,retired,59,savings,3,1,1,1,1,0,2,3489.241197271676,2,697.3807393363563,84,2665.715680628374,2916.247574364739,1345.5577278666192,512.5591928638084,19,3,279.60595724817586,7933.622941822887,1,1,1471.9975463864564,806.833993557739,0.04006109108532732,609.4204567349365,1381.5781691548932,0,3,1,5,346,False,False,promoter,59,7,107,9,48,14,91,1.168445352595378,9.67411098005799,3,14,9,1,False
9ed0fb6119294f09a949ac108aef1e24,79,male,2838485,1,21806.075281824575,primary_education,employed,100,standard,3,1,1,1,0,1,2,4728.237793818324,0,1238.8132786402389,11,3736.398102855781,1926.9852321003873,1050.5837610590445,673.9740199877524,5,4,4645.120998075471,17297.90648277253,2,2,2281.0142873614755,432.2489668593901,0.20082107603462768,633.138021512955,409.22023720547713,0,1,4,0,23,False,False,promoter,108,20,77,15,5,19,25,6.181426196674594,3.137837294334667,0,12,7,44,False
710d7dfd653b4983ad65aa439f232944,87,female,2041498,2,25226.56565176752,primary_education,retired,50,student,1,2,1,1,0,1,0,4856.010929304277,2,1020.1114963592751,51,3262.309115101336,3432.496899057641,883.9244355886393,1343.2368577508928,13,1,5208.571208554422,23060.565542345677,1,3,5173.129771321126,734.813761122311,0.17825935994396366,241.4937242514905,325.94969247430845,1,0,1,7,219,False,False,passive,32,39,73,21,64,13,9,4.517478815380803,9.113042659012711,5,10,2,3,False
c00da7f1669d4f6db932de8338143c87,68,male,2075368,5,30973.593041557993,secondary_education,self-employed,68,business,1,2,1,0,0,2,0,8833.373651876693,0,3292.88113406498,81,745.5311016599298,1851.0493406127487,1416.3180466619237,771.3937952098006,10,38,2415.6421831224034,11057.750028722945,2,2,3878.9639091580048,862.262058348261,0.2543396913773388,752.6015975361938,178.25261924269853,1,3,1,2,293,False,False,passive,20,112,57,11,98,3,93,2.8167768536444253,3.035071249792318,7,7,3,28,False
91beeba76d5c4456b7369354c23edba5,69,female,1138102,4,22558.79926688302,bachelor,retired,28,business,2,1,1,0,1,0,0,2686.348779134652,0,1040.7264553352438,17,3401.4583592065837,2061.608303844876,522.5122722929609,1205.7828939000015,3,58,4417.125394564822,20034.697080523438,2,2,1158.619373467861,379.85261737642566,0.0998329337101513,346.02048147360426,2890.364137243854,1,2,3,6,221,False,False,passive,99,117,31,13,38,9,14,4.821377996472099,1.230268539556306,4,9,2,0,False
3ca250409a9a4e5cbef23f2e17535493,51,male,1961162,1,35497.4755588763,bachelor,employed,20,standard,2,1,1,0,0,2,2,1116.7500282975834,2,2657.7238343148774,18,733.7742957874825,2093.7806115940957,562.6429398666987,613.5717383629292,2,53,4770.029615933952,17903.30328983882,1,5,2683.5550946107237,397.45561561327844,0.014844175652610009,667.0833041725114,2631.510496004641,0,3,0,1,175,False,False,promoter,4,27,101,28,102,2,16,0.9675460614507552,7.951411064730096,4,18,3,18,False
cfb8d28bfe1c40ca8edebcacdf309387,97,male,1069889,3,17570.33909255724,doctorate,other,100,business,3,1,0,0,1,2,2,10207.886166584616,1,1316.4814357758228,54,2730.2861330968185,1504.4686888391461,817.1223606007214,1120.626229369908,19,40,560.7381896772777,6387.678697241279,0,1,4575.887651997722,1067.5746176044536,0.3273051125312656,320.69701063441624,3120.4638477392,0,1,3,3,210,True,False,promoter,56,46,1,19,84,2,27,6.080835839646708,7.258211761537472,0,16,2,10,False
2438820bd95340f7bd5c09eb28cac000,22,female,2088461,1,29507.03516041519,unknown,student,55,business,3,1,0,0,1,0,2,7287.535171487158,1,1199.2312696858817,76,1372.0840840453643,66.93974094054806,1411.872523369662,1384.1341972537164,4,61,285.7180272289993,1036.3847744376417,1,4,3857.998555251492,143.88231014939265,0.18462565836069605,142.99457782825368,2795.254397628645,0,2,3,4,352,False,False,promoter,61,81,23,21,93,14,39,5.789692542797831,5.981075263143089,0,3,4,47,False
7c0e379db3e047d89840fe9a220371ed,79,male,1770181,2,23531.13778745891,secondary_education,employed,57,savings,3,1,1,1,0,0,1,2712.8472838964485,1,1082.9667074574768,44,4400.930759336621,3268.761805482852,378.112117544228,1643.168518833477,0,62,104.409851393189,8951.30485593115,0,4,499.99817787363054,640.0097109933207,0.36368978044077255,827.9917131369302,2014.0948799969947,0,1,1,6,165,False,False,promoter,100,113,25,7,109,0,82,3.566228180223973,4.010406454489029,6,12,5,9,False
9ca02f176dca468a95981a41b5831f56,60,female,1755955,3,56596.87410185739,doctorate,student,99,student,2,2,1,0,1,0,0,7100.549258758278,2,3790.0004694824493,4,979.9161725464606,339.8317311399783,480.661931039405,896.7767094420662,15,23,1920.5734839498639,21878.887874870496,1,5,1920.9254957635255,11.06508945652348,0.25832317171988056,1095.8502167985098,2419.7716679572277,1,0,3,3,129,False,False,promoter,19,114,67,8,100,6,31,4.8498578126746805,3.6624297299954276,5,19,1,8,True
6e3e4c43c4ef4300bbece54842d1719b,69,female,593189,3,25251.5109301255,master,retired,34,standard,1,1,1,1,0,0,1,6865.508966415235,0,4102.571067552219,107,3996.08249762158,3267.044583111724,1503.9790829520402,377.588160615276,12,27,983.0141731018634,10682.82559226041,1,1,383.77875917436177,732.3917573995002,0.24380669165755753,506.479465394059,2265.6271098378893,0,3,1,9,276,False,False,promoter,17,99,20,5,25,15,17,6.097039980950058,3.3598768998013884,4,8,4,12,True
bbd5af2cf7084f42b59d19e1192b76a1,63,male,2468305,4,21026.356055791846,no_formal_education,employed,90,savings,3,2,1,0,0,0,0,8021.770436036231,1,654.2583901720227,59,2982.0363236944977,4248.205719885129,1962.719948445571,1135.103749584758,6,66,557.952331722709,17915.896067937276,0,5,174.136541116251,966.3326607965666,0.17866959755248848,1034.4194566053627,843.9104062014326,1,1,3,4,274,False,False,promoter,36,83,48,1,94,9,61,3.1698873050821783,6.1769836235130136,1,19,4,7,False
fb08c907e8e047258c3ff460c44454b0,57,female,2891872,4,5764.092726295727,primary_education,self-employed,23,standard,2,0,0,1,1,2,1,7744.427577620585,1,960.3482548114173,42,1945.237055589476,1367.5360087256481,1531.872058152332,706.9372084478807,19,57,4070.9858997311,13312.466242907178,0,3,2964.931739905163,361.8815990046262,0.08003640937009482,274.3221840652395,4063.5993077012445,0,1,2,3,21,False,False,promoter,13,81,104,9,14,18,68,4.558114426018899,7.942577721221351,2,19,5,10,True
5365b81f3cfa4468b1cc3a52cb24adab,40,male,743327,5,22396.655898330544,no_formal_education,employed,70,standard,1,1,0,1,0,2,1,6218.2821597549855,1,1428.2028292619937,96,728.6736288362627,600.9994788748136,794.9268203300766,1556.018355685616,4,6,5921.913849647757,10139.89299642513,0,3,3966.3953288054645,940.3350492520001,0.02260222337619347,696.3454356818761,497.50499701365766,0,3,4,4,358,False,False,passive,23,34,110,11,88,2,14,3.0597172143757563,5.1077635791394975,1,6,1,29,False
ebc61d53532e4c82b8d62100bb581ccc,70,male,1838141,2,22290.58967016307,secondary_education,student,71,savings,2,1,0,1,1,0,1,6143.995228331432,2,3144.505049851472,107,2725.586110685025,96.09744924892811,1343.0297434337213,1366.9554173885542,17,53,5313.681132496311,13039.374787765213,0,4,2736.330193745313,1093.844287088521,0.17721469800040024,264.14315331369255,2513.916149119666,1,1,1,4,224,False,False,detractor,77,39,48,5,58,7,32,3.814356998986298,7.3375141285948065,5,8,1,4,False
605c4f2a7d424337808cb7d3f8483836,18,male,958030,5,35948.04786184614,doctorate,retired,91,student,2,1,1,0,0,1,1,10785.533965712502,0,1121.555569561528,95,192.1869402395971,1221.3836164737486,1628.5851141304784,1003.3710193320649,12,60,2773.0740772432173,201.93825707696124,2,3,3563.7749726300294,232.3068427972841,0.2827215471599557,483.10876380254405,1207.4656760182143,1,1,1,9,46,False,False,detractor,26,23,105,29,91,6,19,4.333944830839079,7.0826490717030905,1,0,9,39,False
429cb0a7151f4fe69f3509e74093720c,22,male,53316,3,5649.948952067378,master,self-employed,63,business,2,1,0,1,0,1,0,1506.7405438516876,0,371.73264539372985,61,1367.6563095095626,3255.0611233164536,1265.7602737144248,833.9613473258293,3,17,3407.065218179625,14755.066958902153,1,3,1759.9868448166346,1105.5377351858763,0.16552229825163972,587.6103513291604,3140.410114815596,1,3,4,2,106,False,False,detractor,95,17,8,4,72,12,80,8.244341144801453,3.794098424458245,6,5,1,13,False
68f1559e9069476db0eae109956ea28c,25,male,2943214,3,44560.68045139014,doctorate,retired,59,student,3,1,1,0,1,1,0,3604.07876183807,0,1551.8233174348802,92,2208.284811875229,611.9860892330821,1083.6488424034776,1321.402091746535,10,16,4014.097868166646,20167.12435696125,2,5,2933.31250556151,731.5483119943506,0.21022407503800294,281.8296490777227,3348.447382928699,0,2,4,9,81,False,False,detractor,69,61,26,8,80,13,40,8.259852107566893,5.321319774501839,5,14,6,37,False
c138b00947be4c36a35ced736a8b6a9d,95,male,625467,1,12965.45293784239,unknown,retired,83,student,2,1,0,0,0,0,2,7288.782055954205,2,682.699399015796,53,3674.321307642089,3416.448663433719,1652.7457709584667,805.3652005292804,1,7,396.4113885215811,2070.7492972562923,0,5,4249.610635098301,167.3327614667657,0.21901396244760268,127.48954539230931,2382.5423782475077,0,3,1,0,168,False,False,detractor,63,12,73,0,97,11,2,6.615911753228738,4.700137094396389,8,2,7,35,False
0b48fdee728b4bd9ab5fd4cfd72b747e,30,male,503936,2,30198.83723260961,secondary_education,self-employed,115,business,1,0,0,0,1,2,0,3556.542340686545,0,3004.3838976816414,62,1223.8552888286013,2190.1613628086466,1015.3918749880667,902.1493645731207,5,75,5190.682773414647,14884.500562178611,0,4,4639.893201191904,492.8988720514256,0.17035430390327083,536.1205383276376,58.5204563846778,1,0,4,0,7,False,False,promoter,12,39,5,17,24,12,71,5.1904399843540165,3.1348339878802203,7,13,9,48,True
985d4a9a568c43c58991845799755744,40,female,563743,5,37313.599728129535,primary_education,self-employed,34,business,2,1,1,1,1,0,2,2365.664853227354,0,1336.1305802781142,4,802.4695139716873,3689.3197100259636,1233.6920243688344,1355.5568742418413,10,31,726.8988337210922,10148.409239524975,0,5,589.1095867836798,649.364792867553,0.3022474395176672,41.44626889008612,93.4575045991246,1,0,0,8,138,False,False,passive,76,47,7,9,8,16,36,4.067340095366001,8.440862220485087,0,5,8,11,False
d866f8c4ad354427a8ad86b7fa06061a,63,female,1242488,3,43902.94592208011,bachelor,other,17,business,1,1,1,1,1,0,1,2007.3262342097728,1,1081.4078970192684,65,1009.896432099443,303.3922995901312,250.76134169523925,741.4980114797286,14,20,2318.2177334009393,14440.76361338212,1,4,76.66323411444228,485.4248907047855,0.12257538780095834,524.5539953980992,888.7713089780716,1,3,3,4,22,False,False,promoter,12,46,45,6,12,16,96,5.184441137767042,9.19689764756964,3,13,9,33,False
fa955764abc34692afa92850f7f16c6c,26,other,735262,3,31083.399847189015,no_formal_education,student,116,savings,2,1,1,0,1,1,0,7499.300441807956,0,397.1810654236938,82,1867.419578088065,1376.6120412865043,1301.28537493751,1786.2972343607314,16,76,590.0841054484786,11997.286482666255,1,2,2062.181083972078,219.81322306839434,0.18041353079249217,267.17632466212785,1028.168341173382,0,2,0,1,41,False,False,passive,14,28,90,15,21,8,19,4.779316103758253,9.436454092623734,2,12,4,3,False
6a4308289a144dc68393ac57da78802f,83,male,1555945,2,36078.68000795312,primary_education,student,69,standard,2,1,1,1,0,1,0,696.3523598269003,0,1828.3713337331353,69,1216.3204925144644,257.27600934079146,443.43219023368215,1193.4596057174797,1,47,3200.901925766621,15539.273692328548,1,3,596.6388672020594,253.521002362139,0.20741696798557693,266.97048933213296,1600.1780195962476,1,2,1,7,96,False,False,detractor,27,14,17,25,112,4,57,2.1572473038991897,2.595180392884664,8,15,9,18,False
1c96f9c1a7024d6688b0405ce15e2d14,98,female,258250,4,55319.94188780732,unknown,employed,63,savings,3,0,1,1,0,0,2,5490.422675092732,0,1443.8575894698874,78,1996.3532448393119,3488.4702321616714,1511.5438457087553,593.8184735416544,3,14,3837.8642737999016,6123.625456498977,1,4,8176.304597324731,10.271378770448337,0.1274497582277857,643.6537794070083,2020.6838346852226,0,1,2,9,61,False,False,promoter,32,70,98,9,89,9,80,5.711144589738981,9.068304623069164,9,12,1,26,False
0c852f7c04b145548ce4fdb4f67b764a,60,female,2084390,5,8940.751510050537,master,unemployed,97,business,1,0,1,1,1,1,1,7644.331605589307,0,442.24450438317103,16,2087.115954681831,3283.855575992754,862.9694402994231,1410.1523756142708,19,24,4979.432724205548,12471.517383591578,2,1,3632.7275573724073,858.771183513031,0.2753211268600938,878.0255094454817,1958.1622351644141,1,0,4,0,334,False,False,promoter,85,50,5,8,10,17,52,4.905680931290934,6.933825303454654,8,19,7,41,False
